Name,Address,City,State,Phone,Web Address,Street Address,Service,Type,Zip
Heritage Health SBHC St. Maries Middle School,1315 W Jefferson Ave,Saint Maries,ID,208-620-5250,,1090 W Park Pl,Primary Care,Free,83861
ARcare - 135,145 N Curtis Ave,Pea Ridge,AR,870-347-2534,www.arcare.net,117 S 2nd St,Primary Care,Free,72751
STONY CREEK COMMUNITY HEALTH CENTER,12454 Hartley St,Stony Creek,VA,434-246-6100,lelder@stonycreek.org,12454 Hartley St,Primary Care,Free,23882
MCR Health Cortez OB/GYN and Pediatrics,"3501 Cortez Rd W, Ste 1",Bradenton,FL,941-776-4000,www.mcr.health,101 Riverfront Blvd,Primary Care,Free,34210
Federal Hocking School Health Center,8461 State Route 144,Stewart,OH,740-662-6691,www.hopewellhealth.org,1049 Western Ave,Primary Care,Free,45778
CommuniCare Health Centers - Encino Park,"20306 Encino Ledge, Ste 101",San Antonio,TX,210-233-7000,,3066 E Commerce St,Primary Care,Free,78259
Osceola Community Health Services - Mobile Dental Care,1875 Fortune Rd,Kissimmee,FL,407-943-8600,www.osceolahealthcare.org,1503 Bill Beck Blvd,Primary Care,Free,34744
ARcare - 136,3057 Springdale Ave,Springdale,AR,870-347-2534,,117 S 2nd St,Primary Care,Free,72762
Brass City School SBHC,289 Willow St,Waterbury,CT,203-527-5942,,635 Main St,Primary Care,Free,06710
WellSpace Health - Richard Ikeda Hiram Johnson School Based Health Center,3535 65th St,Sacramento,CA,916-737-5555,,2433 Marconi Ave,Primary Care,Free,95820
"Family Health Care Clinic, Inc. --PEARL",4635 Highway 80 E,Pearl,MS,601-936-3306,www.familyhealthcareclinic.com,4635 Highway 80 E,Primary Care,Free,39208
Blue Mountain Union School,2420 Route 302,Wells River,VT,802-757-2711,bmuschool.org,4628 Main St S,Primary Care,Free,05081
KONZA PRAIRIE COMMUNITY HEALTH CENTER,361 Grant Ave,Junction City,KS,785-238-4711,www.kpchc.org,361 Grant Ave,Primary Care,Free,66441
East Valley CHC - Pomona/Garey,1555 S Garey Ave,Pomona,CA,909-620-8088,evchc.org,420 S Glendora Ave,Primary Care,Free,91766
St. Augustine University CarePlex,1315 Oakwood Ave,Raleigh,NC,919-833-3111,,1001 Rock Quarry Road,Primary Care,Free,27610
University Park Elementary School,4315 Underwood Street,University Park,MD,301-985-1898,,2831 15th St NW,Primary Care,Free,20782
NILAVENA SUBREGIONAL CLINIC,101 AIRPORT RD,Iliamna,AK,907-729-5400,http://www.scf.cc,4501 Diplomacy Dr,Primary Care,Free,99606
Unicare Community Health Center - Fontana 16127,16127 Foothill Blvd,Fontana,CA,909-884-6700,,437 N Euclid Av,Primary Care,Free,92335
Sun River Health Queens Health Center,10504 Sutphin Blvd,Jamaica,NY,718-725-5000,,1037 Main St,Primary Care,Free,11435
Pillars Community Health Countryside,5220 East Ave,Countryside,IL,708-745-5277,www.pillarscommunityhealth.org,5220 East Ave,Primary Care,Free,60525
LifeSpring Forensic Services,432 E Court Ave,Jeffersonville,IN,812-206-0012,,460 Spring St,Primary Care,Free,47130
GOSHEN MEDICAL CENTER - CLINTON,906 N US 421 Hwy,Clinton,NC,910-592-1462,www.goshenmedical.org,412 SW Center St,Primary Care,Free,28328
Harry S. Truman HS,750 Baychester Ave,Bronx,NY,718-904-5417,,85 W Burnside Ave,Primary Care,Free,10475
Community Health Center of Southeast Kansas/Liberty Elementary School,702 E 7th St,Galena,KS,620-783-4499,,3011 N Michigan St,Primary Care,Free,66739
New River Health SBHC - Independence High School,850 Independence Rd,Sophia,WV,304-465-1378,,497 Mall Rd,Primary Care,Free,25921
North Street,215 W North St,Waverly,OH,740-289-2371,,941 Market St,Primary Care,Free,45690
SOUTHEAST MISSOURI HEALTH NETWORK,420 Semo Dr,New Madrid,MO,573-748-2404,www.semohealthnetwork.org,6738 State Highway 77,Primary Care,Free,63869
DePaul Community Health Centers - McDonogh 35 Senior High School,4000 Cadillac St,New Orleans,LA,504-667-4327,https://www.depaulcommunityhealthcenters.org/,3201 S Carrollton Ave,Primary Care,Free,70122
Erie Division Street Health Center,2418 W Division St,Chicago,IL,312-432-7394,www.eriefamilyhealth.org,1701 W Superior St,Primary Care,Free,60622
Lilac School,30109 Lilac Rd,Valley Center,CA,760-520-8300,,215 S Hickory St,Primary Care,Free,92082
Isaac Middle School,3402 West Mcdowell Road,Phoenix,AZ,602-455-6800,,3877 North 7th Street,Primary Care,Free,85009
Camarena Health Country Club Urgent Care,1159 Country Club Dr,Madera,CA,559-664-4000,www.camarenahealth.org,"730 N I St, Ste 202",Primary Care,Free,93638
"Family Health Care Clinic, Inc. --MENDENHALL",401 Main St N,Mendenhall,MS,601-847-3306,www.familyhealthcareclinic.net,4635 Highway 80 E,Primary Care,Free,39114
COOS COUNTY FAMILY HEALTH SVCS,133 Pleasant St,Berlin,NH,603-752-2040,WWW.COOSFAMILYHEALTH.ORG,133 Pleasant St,Primary Care,Free,03570
HomePlace Clinic - Pikeville,118 River Dr,Pikeville,KY,606-433-2303,www.mtcomp.org,104 S Front Ave,Primary Care,Free,41501
St. Louis Middle School,312 Union St RM 151,Saint Louis,MI,989-824-2712,,2790 Health Pkwy,Primary Care,Free,48880
Pontiac Middle School Health Center,1275 N Perry St,Pontiac,MI,248-724-7600,www.honorcommunityhealth.org,461 W Huron St,Primary Care,Free,48340
Juniper Health Mobile Service Unit,1484 Lakeside Dr,Jackson,KY,606-464-0151,www.juniperhealth.org,1025 Grand Ave,Primary Care,Free,41339
Neighborhood Health Center The Healthy Place,427 Darrow Ave,Plainfield,NJ,908-731-4288,www.phcmednet.org,Myrtle Ave,Primary Care,Free,07060
Medical and Behavioral Health Center of Washington,351 W Beau St STE 200,Washington,PA,724-228-7400,www.cornerstonecare.com,7 Glassworks Rd,Primary Care,Free,15301
SBHC - Vancleave Upper Elementary,13901 Highway 57,Vancleave,MS,228-386-1142,www.coastalfamilyhealth.org,10467 Corporate Dr,Primary Care,Free,39565
"COMMUNITY HEALTH CARE SYSTEMS, INC.",2251 W Elm St,Wrightsville,GA,478-864-2600 x208,www.chcsga.org,2251 W Elm St,Primary Care,Free,31096
TCC Mobile,2321 Abalone Ave,Torrance,CA,844-822-4646,,1172 N Maclay Ave,Primary Care,Free,90501
Highlands Health Van,18 W Blackwell St,Dover,NJ,973-328-3344,www.zufallhealth.org,"18 W Blackwell St, Ste 1",Primary Care,Free,07801
Letcher Elementary School Based Clinic,160 LHS Dr,Letcher,KY,606-633-6063,www.mchcky.com,10 E Main St,Primary Care,Free,41832
Teen Center at Bridgeton High School,111 Northwest Ave,Bridgeton,NJ,856-451-4700,www.completecarenj.org,14 N Pearl St,Primary Care,Free,8302
Oakridge Lower Elementary School,120 N Park St STE A,Muskegon,MI,231-788-7600,,2700 Baker St,Primary Care,Free,49442
WellSpace Health - Galt Community Health Center,216 N Lincoln Way STE 10,Galt,CA,916-737-5555,,2433 Marconi Ave,Primary Care,Free,95632
IHC at Kokomo,3118 S Lafountain St,Kokomo,IN,765-864-4160,None,8003 Castleway Dr,Primary Care,Free,46902
METRO North St. Pete,11201 Corporate Cir N STE 140,Saint Petersburg,FL,727-321-3854,,701 94TH AVE N # 250,Primary Care,Free,33716
ARcare - 50,801 N Edmonds Ave,McCrory,AR,870-731-5411,www.arcare.net,117 S 2nd St,Primary Care,Free,72101
SBHC at Bethel Middle School,22001 38th Ave E RM 111,Spanaway,WA,253-722-1718,,"1148 Broadway, Suite 100",Primary Care,Free,98387
Francis Center (Catholic Family Services),547 Joseph Ave,Rochester,NY,585-368-3720,n/a,360 Monroe Ave,Primary Care,Free,14605
Upper Tanana Health Center North,123 Tok Cutoff Hwy,Tok,AK,907-452-8251,www.tananachiefs.org,"122 1st Ave, Ste 600",Primary Care,Free,99780
AAA Comprehensive Healthcare,7451 Lankershim Blvd,North Hollywood,CA,818-503-9800,www.aaachc.org,7451 Lankershim Blvd,Primary Care,Free,91605
Juniper Health Rogers Elementary School,1745 Ky 715,Rogers,KY,606-668-7385,,1025 Grand Ave,Primary Care,Free,41365
PHSC MOBILE HEALTH CLINIC #2,2913 Desiard St,Monroe,LA,318-651-9914,N/A,2913 Betin Ave,Primary Care,Free,71201
Kid's Health - Valdosta,2707 N Barack Obama Blvd,Valdosta,GA,229-316-8116,,204 E 4th St,Primary Care,Free,31602
Southwest CARE Center - Galisteo Family Medicince,1691 Galisteo St,Santa Fe,NM,505-954-1921,https://southwestcare.org/,649 HARKLE RD SUITE E,Primary Care,Free,87505
Open Door Saugerties,16 W Bridge St,Saugerties,NY,845-247-1021,,165 Main St,Primary Care,Free,12477
Access-Santa Ana,"520 N Main St, Ste 120",Santa Ana,CA,714-352-8500,https://accessfqhc.org,520 N MAIN ST STE 220,Primary Care,Free,92701
SBHC - Buffalo Elementary School,1700 E Commerce St,Buffalo,TX,903-289-1068,,1500 University Dr E,Primary Care,Free,75831
Women's Care of the Bluegrass,279 Kings Daughters Dr,Frankfort,KY,502-875-9122,,"360 Keen St, Ste 500",Primary Care,Free,40601
CHDC Boyertown,6 E Philadelphia Ave,Boyertown,PA,610-326-9460,,351 W Schuylkill Rd,Primary Care,Free,19512
Siloam Springs School Based Health Center,1500 N Mt Olive St,Siloam Springs,AR,479-524-8175,,614 E Emma Ave,Primary Care,Free,72761
CLCHC Behavioral Health Department,"27800 Medical Center Rd, Suite 108",Mission Viejo,CA,949-866-3600,,27800 MEDICAL CENTER RD STE 110,Primary Care,Free,92691
OPEN DOOR MISSION,5803 Harrisburg Blvd,Houston,TX,713-921-7520,www.opendoorhouston.org,4800 Fournace Pl # 6W,Primary Care,Free,77011
Sebastopol Community Health Center Building #2,"6800 Palm Ave, Suite A",Sebastopol,CA,707-869-5977,www.wchealth.org,16312 3rd St,Primary Care,Free,95472
YES Prep North Central Elementary,1900 Strawn Rd # 77039,Houston,TX,832-548-5000,,1415 California St,Primary Care,Free,77039
Eskenazi Health Center West 38th Street,5515 W 38th St,Indianapolis,IN,317-880-3838,www.eskenazihealth.edu,3838 N Rural St,Primary Care,Free,46254
Well Care Community Health-Foundations Family Medicine Henryville,314 S Ferguson St,Henryville,IN,812-794-8100,,203 E Main St,Primary Care,Free,47126
Medical-Behavioral Health Mobile Unit,150 N Kellogg Ave,Santa Barbara,CA,805-451-9665,,414 E Cota St FL 1,Primary Care,Free,93111
School District of Hurley,5503 W Rangeview Dr,Hurley,WI,888-834-4551,www.nlccwi.org,7665 US Highway 2,Primary Care,Free,54534
Northern Rowan Family Medicine,300 N Salisbury Ave,Spencer,NC,704-216-2630,www.crchc.org,202D Mcgill Ave NW,Primary Care,Free,28159
CISS MOBILE CLINIC,111 Avenida Los Patriotas,Lares,PR,787-897-2727 x1099,,Carr-111,Primary Care,Free,669
Family HealthCare Network - Selma,1850 Whitson St,Selma,CA,877-960-3426,fhcn.org,305 E Center Ave,Primary Care,Free,93662
1100 Washington Street,1100 Washington St STE 306,Dorchester,MA,617-825-9660,www.codman.org,637 Washington Street,Primary Care,Free,02124
"Compass Health, Inc.",1705 E Broadway STE 340,Columbia,MO,844-853-8937,,1800 Community,Primary Care,Free,65201
Camarena Health--Yosemite Avenue,441 E Yosemite Ave,Madera,CA,559-664-4000,www.camarenahealth.org,"730 N I St, Ste 202",Primary Care,Free,93638
Coastal Community Health Services,106 Shoppers Way STE 1,Brunswick,GA,912-275-8028,www.coastalchs.org,"106 Shoppers Way, Ste 1",Primary Care,Free,31525
NEWTON FAMILY HEALTH CENTER,193 Oates Dr,Newton,AL,334-299-3592,n/a,1414 Elba Hwy,Primary Care,Free,36352
Sea Mar CHC - White Center 15th Ave. SW,9650 15th Ave SW STE 100,Seattle,WA,206-965-1000,www.seamar.org,1040 S Henderson St,Primary Care,Free,98106
La Maestra Behavioral Health Services,4167 Fairmount Ave,San Diego,CA,619-779-7900,,4060 Fairmount Ave,Primary Care,Free,92105
DORCHESTER HOUSE MULTI SVS/WIC,1353 Dorchester Avenue,Dorchester,MA,617-288-3230,www.hhsi.us,1135 Morton St,Primary Care,Free,02122
CHN MDC North,11380 NW 27th Ave,Miami,FL,305-237-1444,,4175 W 20th Ave,Primary Care,Free,33167
Community Dental Care of Green Bank,6404 Potomac Highlands Trl,Green Bank,WV,304-924-6262,,78 Queens Alley Rd,Primary Care,Free,24944
Omni Family Health,311 W Noble Ave,Visalia,CA,866-707-6664,www.OmniFamilyHealth.org,"4900 California Ave, Ste 400B",Primary Care,Free,93277
"Compass Health (Osceola, Missouri)",101 Hospital Dr,Osceola,MO,417-876-5314,www.pathwaysonline.org,1800 Community,Primary Care,Free,64776
Mobile Van #2,2602 1st Ave,San Diego,CA,619-234-2158,,2630 1st Ave,Primary Care,Free,92103
PCC Dental and Specialty Care Center,5425 W Lake St,Chicago,IL,773-413-1920,www.pccwellness.org,14 Lake St,Primary Care,Free,60644
"Curtis V. Cooper Primary Health Care, Inc.",304 Stephenson Ave,Savannah,GA,912-527-1000,www.cvcphc.net,2 Roberts St,Primary Care,Free,31405
Windrose Health Network -  Business Center,1052 Greenwood Springs Blvd STE H,Greenwood,IN,317-739-4895,"www,windrosehealth.net",14 Trafalgar Sq,Primary Care,Free,46143
CMC Early Learning,217 Quail Ln,Centreville,AL,205-679-6944,,195 Hospital Dr,Primary Care,Free,35042
Grand Peaks Behavioral Health-South Fork Elementary,7163 S 2000 W,Rexburg,ID,208-359-3334,,322 E 1st N,Primary Care,Free,83440
WARREN COUNTY HEALTH DEPARTMENT,1401 Sparta St,Mc Minnville,TN,931-473-8468,n/a,710 James Robertson Pkwy,Primary Care,Free,37110
Rosewood Family Health Center at Lents,9047 SE Foster Rd,Portland,OR,503-772-4335,,604 W 1st Ave,Primary Care,Free,97266
Providence Community Health Center at Prairie Avenue,355 Prairie Ave,Providence,RI,401-444-0570,www.providencechc.org,375 Allens Ave,Primary Care,Free,02905
CSC Bennettsville Pediatric Center,210 W Main St,Bennettsville,SC,843-479-1200,www.caresouth-carolina.com,201 S 5th St,Primary Care,Free,29512
NEW Health Colville Dental,161 E 3rd Ave,Colville,WA,509-684-1440,www.newhealth.org,509 E Main Ave,Primary Care,Free,99114
Amoskeag Health at McDonough Elementary School,550 Lowell St RM 107,Manchester,NH,603-626-9500,,145 Hollis St,Primary Care,Free,03104
Ellenville Family Health Center,6 Healthy Way,Ellenville,NY,845-647-4500,www.institute2000.org,2006 Madison Ave,Primary Care,Free,12428
"NEIGHBORHOOD IMPROVEMENT PROJECT, INC. dba Medical Associates Plus @ Belle Terrace",2467 Golden Camp Rd,Augusta,GA,706-790-4440,mapbt.com,2467 Golden Camp Rd,Primary Care,Free,30906
Blanding Family Practice Community Health Center,802 S 200 W,Blanding,UT,435-678-3601,www.unhsinc.com,State Rte-162,Primary Care,Free,84511
Axis Site at Vineyard Resource Center,450 N Livermore Ave,Livermore,CA,925-462-1755,,5925 W Las Positas Blvd STE 100,Primary Care,Free,94551
Detroit Health Care for the Homeless dba Advantage Health Centers Administrative Site,"100 River Place Dr, Ste 450",Detroit,MI,313-416-6262,www.ahcdetroit.org,"100 River Place Dr, Ste 450",Primary Care,Free,48207
Mobile Medical Van,14 Maiden Ln,Penn Yan,NY,315-531-9102,N/A,14 Maiden Ln,Primary Care,Free,14527
CVCH - Ballard (Billing),1027 N Wenatchee Ave,Wenatchee,WA,509-662-6000,,"600 Orondo Ave, Ste 1",Primary Care,Free,98801
Community Health Services - Main Site,2221 Hayes Ave,Fremont,OH,419-334-8943,www.chsohio.com,2221 Hayes Ave,Primary Care,Free,43420
Trans Wellness Center,3055 Wilshire Blvd STE 360,Los Angeles,CA,323-993-2900,www.lalgbtcenter.org,1118 N Mccadden Pl,Primary Care,Free,90010
Complete Care Community Health Center - N. Vermont Avenue,1300 N Vermont Ave STE 606,Los Angeles,CA,323-660-6200,,3000 S Robertson Blvd STE 280,Primary Care,Free,90027
Family Health Care - Cadillac,520 Cobb St,Cadillac,MI,231-775-6521,http://www.glfc.us/privacy.html,1615 Michigan Ave,Primary Care,Free,49601
La Maestra Lemon Grove Clinic,7967 Broadway,Lemon Grove,CA,619-741-7423,,4060 Fairmount Ave,Primary Care,Free,91945
Airline Women and Children's Health Center,5808 Airline Dr,Houston,TX,713-695-4013,www.denverharborclinic.org,424 Hahlo St,Primary Care,Free,77076
Carolina Health Centers at Laurens MHC,442 Professional Park Rd,Clinton,SC,864-889-0559,,313 Main St,Primary Care,Free,29325
CENTROMED BUSINESS OFFICE,123 Ascot Ave BLDG B,San Antonio,TX,210-922-7000,www.centromedsa.com,3750 Commercial Ave,Primary Care,Free,78224
Four Rivers Community Health Center Smile Mobile,1081 E 18th St,Rolla,MO,573-426-4455,,1081 E 18th St,Primary Care,Free,65401
ReGenesis Health Care - Boiling Springs Elementary,700 Double Bridge Rd,Boiling Springs,SC,864-582-2411,,460 Langdon St,Primary Care,Free,29316
"CareConnect Health, Inc.",804 E 16th Ave,Cordele,GA,229-273-8881,https://www.ccthealth.org,510 Alston St,Primary Care,Free,31015
AltaMed Behavioral Health at McFadden Institute of Technology,2701 S Raitt St,Santa Ana,CA,888-499-9303,,2040 Camfield Ave,Primary Care,Free,92704
Sun Life Health - Chandler Center for Women,"655 South Dobson Road, #201",Chandler,AZ,480-307-9477,,865 North Arizola Road,Primary Care,Free,85224
Northwest Health Services - Chillicothe,300 W Business 36,Chillicothe,MO,816-232-6818,,2303 Village Dr,Primary Care,Free,64601
LAS CLINICAS DEL NORTE @ OJO CAL,US Hwy 285,Ojo Caliente,NM,505-583-2191,www.lcdn.org,State Road 571,Primary Care,Free,87549
Southeast Community Health Systems - Central Tangipahoa Head Start,55420 N Railroad Ave,Independence,LA,888-414-7247,,6351 Main St,Primary Care,Free,70443
LifeLong Richmond,2600 Macdonald Ave STE B,Richmond,CA,510-981-3227,,2344 6th St,Primary Care,Free,94804
Boise Dental,2301 N 36th St,Boise,ID,208-336-8801,www.trhs.org,211 16th Ave N,Primary Care,Free,83703
Parish Health Services Center,10 Carlton Dr,Parish,NY,315-625-4388,www.nochsi.org,61 Delano St,Primary Care,Free,13131
KOHALA FAMILY HEALTH CENTER,53-3925 Akoni Pule Hwy,Kapaau,HI,808-889-6236,www.hamakua-health.org,45-549 Plumeria St,Primary Care,Free,96755
Westside Family Healthcare - Administration Office,"300 Water St, Ste 200",Wilmington,DE,302-656-8292,www.westsidehealth.org,"300 Water St, Ste 200",Primary Care,Free,19801
NEW HORIZONS SHELTER,199 Manchester St,Manchester,NH,603-668-1877,www.newhorizonsfornh.org,1528 Elm St,Primary Care,Free,03103
Winnsboro Pediatric and Family Practice,"1136 Kincaid Bridge Rd, #A",Winnsboro,SC,803-635-1052,www.ecchc.org,169 Laurelhurst Ave,Primary Care,Free,29180
Lincoln Elementary School,400 Morningside Dr RM A12,Marion,IL,618-519-9200,www.shawneehealth.com,109 California St,Primary Care,Free,62959
NorthLakes Eau Claire - Oak Ridge,2119 Heights Dr,Eau Claire,WI,888-834-4551,,7665 US Highway 2,Primary Care,Free,54701
"Tulip Tree Health Services of Gibson County, Inc. d/b/a Tulip Tree Family Health Care",123 N Mccreary St,Fort Branch,IN,812-753-1039,www.tuliptreehealth.org,123 N Mccreary St,Primary Care,Free,47648
Project Vida Mobile Dental Trailer,14900 Greg Dr,El Paso,TX,915-533-7057,http://www.pvida.net/,3607 Rivera Ave,Primary Care,Free,79938
Compass Health Inc.,"1780 Old Highway 50 E, Ste 102",Union,MO,636-332-8335,,1800 Community,Primary Care,Free,63084
PanCare Health Mobile Unit #11,2309 E 15th St,Panama City,FL,850-247-9834,pancarefl.org,403 E 11th St,Primary Care,Free,32405
Foothills Health & Wellness Center,108 12th St,Clay City,KY,606-663-9011,www.foothillscap.org,6021 Atwood Dr,Primary Care,Free,40312
GOSHEN MEDICAL CENTER - BOLTON,213 9th St,Bolton,NC,910-655-8300,www.goshenmedical.org,412 SW Center St,Primary Care,Free,28423
SHELBY VALLEY CLINIC,178 Douglas Pkwy,Pikeville,KY,606-639-3135,www.bshc.org,1709 KY Route 321,Primary Care,Free,41501
Talkeetna Elementary School,13930 E Timber Wolf Loop,Talkeetna,AK,907-733-9400,,34300 S Talkeetna Spur,Primary Care,Free,99676
APHCV - El Monte/Rosemead Health Center,9960 Baldwin Pl,El Monte,CA,626-774-2988,www.aphcv.org,4216 Fountain Ave,Primary Care,Free,91731
New Roads Community Health Center,230 Roberts Dr STE H,New Roads,LA,225-618-7800,arborfamilyhealth.org,6450 LA Highway 1,Primary Care,Free,70760
"C.W. Williams Community Health Center, Inc.",800 Clanton Road,Charlotte,NC,704-393-7720 x1027,www.cwwilliams.org,3333 Wilkinson Blvd,Primary Care,Free,28217
Family Circle of Care - Chapel Hill Clinic,13172 State Highway 64 E,Tyler,TX,903-574-7186,tylercircleofcare.org,523 S Fannin Ave,Primary Care,Free,75707
Sun River Health Bronx Health Center,1543 Inwood Ave,Bronx,NY,718-681-8700,,1037 Main St,Primary Care,Free,10452
GraceMed Good Samaritan,3701 E 13th St N,Wichita,KS,316-688-5020,www.gracemed.org,1150 N Broadway Ave,Primary Care,Free,67208
